0,Aasen,Germany,1,47.983,8.55,717
Date (MM/DD/YYYY),Time (HH:MM),GHI (W/m^2),DNI (W/m^2),DHI (W/m^2),Dry-bulb (C),Pressure (mbar),Alb
02/27/2021,20:00:00,,,,1.766667,1013.0,0.25
02/27/2021,21:00:00,,,,-0.9166666,1013.0,0.25
02/27/2021,22:00:00,,,,-2.966667,1013.0,0.25
02/27/2021,23:00:00,,,,-3.441667,1013.0,0.25
02/28/2021,00:00:00,,,,-3.633333,1013.0,0.25
02/28/2021,01:00:00,,,,-3.091667,1013.0,0.25
02/28/2021,02:00:00,,,,-2.2,1013.0,0.25
02/28/2021,03:00:00,,,,-2.55,1013.0,0.25
02/28/2021,04:00:00,,,,-2.866667,1013.0,0.25
02/28/2021,05:00:00,,,,-2.575,1013.0,0.25
02/28/2021,06:00:00,0.675,,,-2.391667,1013.0,0.25
02/28/2021,07:00:00,5.525,0.0,5.525,-2.45,1013.0,0.25
02/28/2021,08:00:00,23.8,0.0,23.8,-0.7416666,1013.0,0.25
02/28/2021,09:00:00,104.2583,0.0,104.2583,4.291667,1013.0,0.25
02/28/2021,10:00:00,187.2667,8.193949258474063,183.28444952711556,8.808333,1013.0,0.25
02/28/2021,11:00:00,241.9917,19.898508580165565,231.2931238789513,8.708333,1013.0,0.25
02/28/2021,12:00:00,267.85,29.988339393805273,251.50558545403732,9.25,1013.0,0.25
02/28/2021,13:00:00,271.5333,62.778178824843586,239.66695813203438,10.24167,1013.0,0.25
02/28/2021,14:00:00,224.8083,69.23101909947026,195.18177608350047,10.93333,1013.0,0.25
02/28/2021,15:00:00,194.2083,225.95026245536562,123.8339537736486,10.05833,1013.0,0.25
02/28/2021,16:00:00,119.1,325.79655203257624,64.98295323804746,10.475,1013.0,0.25
02/28/2021,17:00:00,38.98333,0.0,38.98333,8.116667,1013.0,0.25
02/28/2021,18:00:00,1.875,,,4.941667,1013.0,0.25
02/28/2021,19:00:00,,,,0.6333333,1013.0,0.25
02/28/2021,20:00:00,,,,-0.625,1013.0,0.25
02/28/2021,21:00:00,,,,-3.45,1013.0,0.25
02/28/2021,22:00:00,,,,-4.741667,1013.0,0.25
02/28/2021,23:00:00,,,,-4.675,1013.0,0.25
03/01/2021,00:00:00,,,,-5.208333,1013.0,0.25
03/01/2021,01:00:00,,,,-6.075,1013.0,0.25
03/01/2021,02:00:00,,,,-5.833333,1013.0,0.25
03/01/2021,03:00:00,,,,-6.391667,1013.0,0.25
03/01/2021,04:00:00,,,,-7.041667,1013.0,0.25
03/01/2021,05:00:00,,,,-7.716667,1013.0,0.25
03/01/2021,06:00:00,0.72,,,-8.033334,1013.0,0.25
03/01/2021,07:00:00,6.558333,0.0,6.558333,-7.408333,1013.0,0.25
03/01/2021,08:00:00,40.3,0.0,40.3,2.266667,1013.0,0.25
03/01/2021,09:00:00,109.6333,0.0,109.6333,4.95,1013.0,0.25
03/01/2021,10:00:00,184.8667,6.858236599140015,181.49500244804338,7.575,1013.0,0.25
03/01/2021,11:00:00,236.6583,16.83854140263736,227.5113451546576,10.10833,1013.0,0.25
03/01/2021,12:00:00,265.3667,28.002430825620152,249.95235867320866,10.13333,1013.0,0.25
03/01/2021,13:00:00,266.2083,57.94411194104018,236.4898946086983,11.25,1013.0,0.25
03/01/2021,14:00:00,241.35,88.86636537295928,202.86864554555717,13.36667,1013.0,0.25
03/01/2021,15:00:00,190.7,177.07797749206753,134.68319629953652,13.98333,1013.0,0.25
03/01/2021,16:00:00,117.5417,291.15620524526855,67.81899737641167,12.76667,1013.0,0.25
03/01/2021,17:00:00,37.36667,0.0,37.36667,10.68333,1013.0,0.25
03/01/2021,18:00:00,2.0875,,,6.641667,1013.0,0.25
03/01/2021,19:00:00,,,,0.9583333,1013.0,0.25
03/01/2021,20:00:00,,,,-1.775,1013.0,0.25
03/01/2021,21:00:00,,,,-3.233333,1013.0,0.25
03/01/2021,22:00:00,,,,-4.125,1013.0,0.25
03/01/2021,23:00:00,,,,-4.85,1013.0,0.25
03/02/2021,00:00:00,,,,-5.808333,1013.0,0.25
03/02/2021,01:00:00,,,,-6.391667,1013.0,0.25
03/02/2021,02:00:00,,,,-7.191667,1013.0,0.25
03/02/2021,03:00:00,,,,-7.641667,1013.0,0.25
03/02/2021,04:00:00,,,,-8.008333,1013.0,0.25
03/02/2021,05:00:00,,,,-8.133333,1013.0,0.25
03/02/2021,06:00:00,0.8,,,-8.3,1013.0,0.25
03/02/2021,07:00:00,7.641666,0.0,7.641666,-7.216667,1013.0,0.25
03/02/2021,08:00:00,42.35,0.0,42.35,2.141667,1013.0,0.25
03/02/2021,09:00:00,112.8333,0.0,112.8333,6.966667,1013.0,0.25
03/02/2021,10:00:00,188.025,7.22017667334095,184.43453474957525,9.833333,1013.0,0.25
03/02/2021,11:00:00,240.525,17.32037877629348,231.01974219979246,10.95,1013.0,0.25
03/02/2021,12:00:00,268.025,27.892225215222872,252.51937880122955,13.45833,1013.0,0.25
03/02/2021,13:00:00,268.875,57.55399133242171,239.05273905515324,15.25,1013.0,0.25
03/02/2021,14:00:00,242.4167,85.62928448609435,204.90151663099553,16.86667,1013.0,0.25
03/02/2021,15:00:00,190.875,166.41531668656253,137.41947649098347,17.36667,1013.0,0.25
03/02/2021,16:00:00,117.4083,348.98972370450883,56.179645508232795,16.34167,1013.0,0.25
03/02/2021,17:00:00,33.61666,0.0,33.61666,14.19167,1013.0,0.25
03/02/2021,18:00:00,1.844445,,,6.975,1013.0,0.25
03/02/2021,19:00:00,,,,2.366667,1013.0,0.25
03/02/2021,20:00:00,,,,-0.3666667,1013.0,0.25
03/02/2021,21:00:00,,,,-1.358333,1013.0,0.25
03/02/2021,22:00:00,,,,-2.016667,1013.0,0.25
03/02/2021,23:00:00,,,,-2.55,1013.0,0.25
03/03/2021,00:00:00,,,,-3.066667,1013.0,0.25
03/03/2021,01:00:00,,,,-3.366667,1013.0,0.25
03/03/2021,02:00:00,,,,-3.125,1013.0,0.25
03/03/2021,03:00:00,,,,-3.416667,1013.0,0.25
03/03/2021,04:00:00,,,,-3.916667,1013.0,0.25
03/03/2021,05:00:00,,,,-3.441667,1013.0,0.25
03/03/2021,06:00:00,0.7,,,-3.816667,1013.0,0.25
03/03/2021,07:00:00,4.833333,0.0,4.833333,-3.2,1013.0,0.25
03/03/2021,08:00:00,20.09167,0.0,20.09167,-1.083333,1013.0,0.25
03/03/2021,09:00:00,54.18333,0.0,54.18333,1.175,1013.0,0.25
03/03/2021,10:00:00,86.55,0.0,86.55,4.633333,1013.0,0.25
03/03/2021,11:00:00,113.8083,0.0,113.8083,8.391666,1013.0,0.25
03/03/2021,12:00:00,130.05,0.0,130.05,9.791667,1013.0,0.25
03/03/2021,13:00:00,120.1917,0.0,120.1917,10.95833,1013.0,0.25
03/03/2021,14:00:00,100.5,0.0,100.5,11.25833,1013.0,0.25
03/03/2021,15:00:00,71.79166,0.0,71.79166,10.88333,1013.0,0.25
03/03/2021,16:00:00,41.425,0.0,41.425,9.758333,1013.0,0.25
03/03/2021,17:00:00,12.96667,0.0,12.96667,7.9,1013.0,0.25
03/03/2021,18:00:00,0.9444445,,,4.575,1013.0,0.25
03/03/2021,19:00:00,,,,3.008333,1013.0,0.25
03/03/2021,20:00:00,,,,1.758333,1013.0,0.25
03/03/2021,21:00:00,,,,1.266667,1013.0,0.25
03/03/2021,22:00:00,,,,1.45,1013.0,0.25
03/03/2021,23:00:00,,,,1.908333,1013.0,0.25
03/04/2021,00:00:00,,,,1.941667,1013.0,0.25
03/04/2021,01:00:00,,,,1.808333,1013.0,0.25
03/04/2021,02:00:00,,,,2.05,1013.0,0.25
03/04/2021,03:00:00,,,,2.733333,1013.0,0.25
03/04/2021,04:00:00,,,,2.575,1013.0,0.25
03/04/2021,05:00:00,,,,3.166667,1013.0,0.25
03/04/2021,06:00:00,0.5333334,,,2.408333,1013.0,0.25
03/04/2021,07:00:00,3.975,0.0,3.975,2.283333,1013.0,0.25
03/04/2021,08:00:00,31.56667,0.0,31.56667,3.9,1013.0,0.25
03/04/2021,09:00:00,113.0667,0.0,113.0667,8.7,1013.0,0.25
03/04/2021,10:00:00,138.9667,0.0,138.9667,10.79167,1013.0,0.25
03/04/2021,11:00:00,132.3333,0.0,132.3333,10.975,1013.0,0.25
03/04/2021,12:00:00,194.6417,5.512307239224207,191.51719108502206,12.48333,1013.0,0.25
03/04/2021,13:00:00,223.1167,20.09514973702409,212.49193008975072,13.16667,1013.0,0.25
03/04/2021,14:00:00,65.75,0.0,65.75,12.7,1013.0,0.25
03/04/2021,15:00:00,43.24166,0.0,43.24166,8.533334,1013.0,0.25
03/04/2021,16:00:00,37.88333,0.0,37.88333,9.2,1013.0,0.25
03/04/2021,17:00:00,12.95833,0.0,12.95833,9.016666,1013.0,0.25
03/04/2021,18:00:00,0.6555555,,,6.75,1013.0,0.25
03/04/2021,19:00:00,,,,5.216667,1013.0,0.25
03/04/2021,20:00:00,,,,4.683333,1013.0,0.25
03/04/2021,21:00:00,,,,4.725,1013.0,0.25
03/04/2021,22:00:00,,,,4.116667,1013.0,0.25
03/04/2021,23:00:00,,,,4.016666,1013.0,0.25
03/05/2021,00:00:00,,,,3.908333,1013.0,0.25
03/05/2021,01:00:00,,,,3.708333,1013.0,0.25
03/05/2021,02:00:00,,,,3.608333,1013.0,0.25
03/05/2021,03:00:00,,,,3.275,1013.0,0.25
03/05/2021,04:00:00,,,,3.05,1013.0,0.25
03/05/2021,05:00:00,,,,3.033333,1013.0,0.25
03/05/2021,06:00:00,0.7,,,2.716667,1013.0,0.25
03/05/2021,07:00:00,3.4,0.0,3.4,1.925,1013.0,0.25
03/05/2021,08:00:00,13.85,0.0,13.85,0.9083333,1013.0,0.25
03/05/2021,09:00:00,48.16667,0.0,48.16667,1.141667,1013.0,0.25
03/05/2021,10:00:00,69.03333,0.0,69.03333,1.358333,1013.0,0.25
03/05/2021,11:00:00,54.875,0.0,54.875,1.708333,1013.0,0.25
03/05/2021,12:00:00,50.7,0.0,50.7,1.983333,1013.0,0.25
03/05/2021,13:00:00,33.40833,0.0,33.40833,2.1,1013.0,0.25
03/05/2021,14:00:00,23.38333,0.0,23.38333,1.6,1013.0,0.25
03/05/2021,15:00:00,22.43333,0.0,22.43333,1.816667,1013.0,0.25
03/05/2021,16:00:00,7.358333,0.0,7.358333,1.541667,1013.0,0.25
03/05/2021,17:00:00,7.616667,0.0,7.616667,1.441667,1013.0,0.25
03/05/2021,18:00:00,0.89,,,1.066667,1013.0,0.25
03/05/2021,19:00:00,,,,0.8916667,1013.0,0.25
03/05/2021,20:00:00,,,,0.575,1013.0,0.25
03/05/2021,21:00:00,,,,0.01666667,1013.0,0.25
03/05/2021,22:00:00,,,,-0.01666667,1013.0,0.25
03/05/2021,23:00:00,,,,-0.4833333,1013.0,0.25
03/06/2021,00:00:00,,,,-1.125,1013.0,0.25
03/06/2021,01:00:00,,,,-1.35,1013.0,0.25
03/06/2021,02:00:00,,,,-1.433333,1013.0,0.25
03/06/2021,03:00:00,,,,-2.025,1013.0,0.25
03/06/2021,04:00:00,,,,-2.783333,1013.0,0.25
03/06/2021,05:00:00,,,,-4.266667,1013.0,0.25
03/06/2021,06:00:00,1.028571,,,-5.05,1013.0,0.25
03/06/2021,07:00:00,11.15833,0.0,11.15833,-3.883333,1013.0,0.25
03/06/2021,08:00:00,51.26667,0.0,51.26667,4.066667,1013.0,0.25
03/06/2021,09:00:00,116.7417,0.0,116.7417,4.566667,1013.0,0.25
03/06/2021,10:00:00,203.3667,9.331654789841853,198.51321809361417,4.666667,1013.0,0.25
03/06/2021,11:00:00,255.4417,18.93268481968536,244.62719324838713,4.633333,1013.0,0.25
03/06/2021,12:00:00,285.7583,37.45827547635734,264.117012173605,5.158333,1013.0,0.25
03/06/2021,13:00:00,287.4917,63.38055280134698,253.3124261274075,5.85,1013.0,0.25
03/06/2021,14:00:00,260.175,92.91371720621314,217.58235839481847,7.25,1013.0,0.25
03/06/2021,15:00:00,208.05,179.7424634314983,146.8163603788845,6.975,1013.0,0.25
03/06/2021,16:00:00,134.4167,329.28326843499934,70.50775499151885,6.166667,1013.0,0.25
03/06/2021,17:00:00,50.44167,0.0,50.44167,5.116667,1013.0,0.25
03/06/2021,18:00:00,3.62,,,2.383333,1013.0,0.25
03/06/2021,19:00:00,,,,-1.625,1013.0,0.25
03/06/2021,20:00:00,,,,-4.291667,1013.0,0.25
03/06/2021,21:00:00,,,,-5.541667,1013.0,0.25
03/06/2021,22:00:00,,,,-6.116667,1013.0,0.25
03/06/2021,23:00:00,,,,-7.233334,1013.0,0.25
03/07/2021,00:00:00,,,,-7.225,1013.0,0.25
03/07/2021,01:00:00,,,,-7.325,1013.0,0.25
03/07/2021,02:00:00,,,,-7.858334,1013.0,0.25
03/07/2021,03:00:00,,,,-6.85,1013.0,0.25
03/07/2021,04:00:00,,,,-4.275,1013.0,0.25
03/07/2021,05:00:00,,,,-3.108333,1013.0,0.25
03/07/2021,06:00:00,0.7857143,,,-2.2,1013.0,0.25
03/07/2021,07:00:00,5.95,0.0,5.95,-1.783333,1013.0,0.25
03/07/2021,08:00:00,39.775,0.0,39.775,0.2666667,1013.0,0.25
03/07/2021,09:00:00,124.5833,0.0,124.5833,3.25,1013.0,0.25
03/07/2021,10:00:00,192.75,6.1671056426028255,189.5069965108255,5.0,1013.0,0.25
03/07/2021,11:00:00,219.225,10.968166663232747,212.89823612421387,7.025,1013.0,0.25
03/07/2021,12:00:00,228.5333,12.021227993740073,221.52251056381158,8.175,1013.0,0.25
03/07/2021,13:00:00,120.7083,0.0,120.7083,7.383333,1013.0,0.25
03/07/2021,14:00:00,122.65,0.0,122.65,9.325,1013.0,0.25
03/07/2021,15:00:00,100.9917,0.0,100.9917,9.05,1013.0,0.25
03/07/2021,16:00:00,102.2583,134.5629868016289,75.51655259466435,10.05833,1013.0,0.25
03/07/2021,17:00:00,41.94167,0.0,41.94167,8.7,1013.0,0.25
03/07/2021,18:00:00,3.02,,,5.9,1013.0,0.25
03/07/2021,19:00:00,,,,4.158333,1013.0,0.25
03/07/2021,20:00:00,,,,2.041667,1013.0,0.25
03/07/2021,21:00:00,,,,1.25,1013.0,0.25
03/07/2021,22:00:00,,,,0.2,1013.0,0.25
03/07/2021,23:00:00,,,,-1.941667,1013.0,0.25
03/08/2021,00:00:00,,,,-1.591667,1013.0,0.25
03/08/2021,01:00:00,,,,-2.55,1013.0,0.25
03/08/2021,02:00:00,,,,-4.633333,1013.0,0.25
03/08/2021,03:00:00,,,,-5.325,1013.0,0.25
03/08/2021,04:00:00,,,,-5.925,1013.0,0.25
03/08/2021,05:00:00,,,,-7.416667,1013.0,0.25
03/08/2021,06:00:00,1.185714,,,-7.908333,1013.0,0.25
03/08/2021,07:00:00,12.34167,0.0,12.34167,-6.033333,1013.0,0.25
03/08/2021,08:00:00,49.3,0.0,49.3,2.591667,1013.0,0.25
03/08/2021,09:00:00,125.325,0.0,125.325,5.933333,1013.0,0.25
03/08/2021,10:00:00,199.3833,7.176982264262316,195.56793920421316,8.033334,1013.0,0.25
03/08/2021,11:00:00,240.7333,15.174025333063248,231.8951468116312,7.225,1013.0,0.25
03/08/2021,12:00:00,276.1,29.203335670985336,258.90937583048253,7.016667,1013.0,0.25
03/08/2021,13:00:00,275.6333,33.112047994268174,257.4286877513953,8.241667,1013.0,0.25
03/08/2021,14:00:00,251.7,72.75537241476,217.6135594947678,10.29167,1013.0,0.25
03/08/2021,15:00:00,201.2667,116.86275716597818,160.32383661813495,11.325,1013.0,0.25
03/08/2021,16:00:00,112.3333,130.0735225307664,85.8805546248901,10.68333,1013.0,0.25
03/08/2021,17:00:00,28.96667,0.0,28.96667,6.15,1013.0,0.25
03/08/2021,18:00:00,2.863636,,,2.916667,1013.0,0.25
03/08/2021,19:00:00,,,,1.566667,1013.0,0.25
03/08/2021,20:00:00,,,,-1.05,1013.0,0.25
03/08/2021,21:00:00,,,,-4.025,1013.0,0.25
03/08/2021,22:00:00,,,,-5.783333,1013.0,0.25
03/08/2021,23:00:00,,,,-6.4,1013.0,0.25
03/09/2021,00:00:00,,,,-6.983334,1013.0,0.25
03/09/2021,01:00:00,,,,-7.45,1013.0,0.25
03/09/2021,02:00:00,,,,-8.341666,1013.0,0.25
03/09/2021,03:00:00,,,,-8.7,1013.0,0.25
03/09/2021,04:00:00,,,,-8.775,1013.0,0.25
03/09/2021,05:00:00,,,,-9.216667,1013.0,0.25
03/09/2021,06:00:00,1.4375,,,-9.633333,1013.0,0.25
03/09/2021,07:00:00,14.14167,0.0,14.14167,-7.433333,1013.0,0.25
03/09/2021,08:00:00,46.75833,0.0,46.75833,-1.4,1013.0,0.25
03/09/2021,09:00:00,100.7583,0.0,100.7583,1.966667,1013.0,0.25
03/09/2021,10:00:00,150.3,0.0,150.3,4.708333,1013.0,0.25
03/09/2021,11:00:00,196.425,4.210176997169094,193.94909947799573,6.758333,1013.0,0.25
03/09/2021,12:00:00,218.2083,8.46443966293056,213.17959689306716,7.833333,1013.0,0.25
03/09/2021,13:00:00,234.0917,14.381910633322716,226.1092976168528,8.466666,1013.0,0.25
03/09/2021,14:00:00,166.9,3.6566948724484916,165.16841988819814,7.908333,1013.0,0.25
03/09/2021,15:00:00,106.2667,0.0,106.2667,8.575,1013.0,0.25
03/09/2021,16:00:00,79.70834,14.531301473190199,76.68588924345784,8.083333,1013.0,0.25
03/09/2021,17:00:00,27.35,0.0,27.35,5.716667,1013.0,0.25
03/09/2021,18:00:00,2.145455,,,3.891667,1013.0,0.25
03/09/2021,19:00:00,,,,3.183333,1013.0,0.25
03/09/2021,20:00:00,,,,2.516667,1013.0,0.25
03/09/2021,21:00:00,,,,1.55,1013.0,0.25
03/09/2021,22:00:00,,,,0.7416667,1013.0,0.25
03/09/2021,23:00:00,,,,-0.8083333,1013.0,0.25
03/10/2021,00:00:00,,,,-2.266667,1013.0,0.25
03/10/2021,01:00:00,,,,-1.275,1013.0,0.25
03/10/2021,02:00:00,,,,-0.275,1013.0,0.25
03/10/2021,03:00:00,,,,0.3083333,1013.0,0.25
03/10/2021,04:00:00,,,,0.6,1013.0,0.25
03/10/2021,05:00:00,,,,0.3416667,1013.0,0.25
03/10/2021,06:00:00,1.5,0.0,1.5,-1.891667,1013.0,0.25
03/10/2021,07:00:00,23.21667,0.0,23.21667,-0.8,1013.0,0.25
03/10/2021,08:00:00,57.25,0.0,57.25,3.391667,1013.0,0.25
03/10/2021,09:00:00,114.325,0.0,114.325,5.475,1013.0,0.25
03/10/2021,10:00:00,153.9833,0.0,153.9833,6.608333,1013.0,0.25
03/10/2021,11:00:00,202.7083,5.082690794770142,199.69073517535045,7.725,1013.0,0.25
03/10/2021,12:00:00,205.3833,6.053106628943215,201.7542627061065,8.808333,1013.0,0.25
03/10/2021,13:00:00,171.225,3.2496058420516998,169.40437598598666,8.15,1013.0,0.25
03/10/2021,14:00:00,239.3083,62.21660349044726,209.53444944512592,9.4,1013.0,0.25
03/10/2021,15:00:00,191.175,82.9507046051409,161.31473776437724,9.3,1013.0,0.25
03/10/2021,16:00:00,109.45,96.10128755340051,89.01751924991362,9.333333,1013.0,0.25
03/10/2021,17:00:00,28.825,0.0,28.825,7.2,1013.0,0.25
03/10/2021,18:00:00,1.936364,,,5.866667,1013.0,0.25
03/10/2021,19:00:00,,,,4.958333,1013.0,0.25
03/10/2021,20:00:00,,,,4.033333,1013.0,0.25
03/10/2021,21:00:00,,,,2.233333,1013.0,0.25
03/10/2021,22:00:00,,,,4.35,1013.0,0.25
03/10/2021,23:00:00,,,,4.575,1013.0,0.25
03/11/2021,00:00:00,,,,4.641666,1013.0,0.25
03/11/2021,01:00:00,,,,5.175,1013.0,0.25
03/11/2021,02:00:00,,,,5.491667,1013.0,0.25
03/11/2021,03:00:00,,,,5.55,1013.0,0.25
03/11/2021,04:00:00,,,,6.408333,1013.0,0.25
03/11/2021,05:00:00,,,,6.633333,1013.0,0.25
03/11/2021,06:00:00,0.6333333,0.0,0.6333333,6.908333,1013.0,0.25
03/11/2021,07:00:00,10.575,0.0,10.575,7.266667,1013.0,0.25
03/11/2021,08:00:00,48.81667,0.0,48.81667,8.325,1013.0,0.25
03/11/2021,09:00:00,82.075,0.0,82.075,9.966667,1013.0,0.25
03/11/2021,10:00:00,102.6083,0.0,102.6083,11.11667,1013.0,0.25
03/11/2021,11:00:00,97.8,0.0,97.8,11.55833,1013.0,0.25
03/11/2021,12:00:00,71.66667,0.0,71.66667,11.95833,1013.0,0.25
03/11/2021,13:00:00,42.55,0.0,42.55,11.19167,1013.0,0.25
03/11/2021,14:00:00,49.94167,0.0,49.94167,9.866667,1013.0,0.25
03/11/2021,15:00:00,53.34167,0.0,53.34167,10.375,1013.0,0.25
03/11/2021,16:00:00,18.95833,0.0,18.95833,8.558333,1013.0,0.25
03/11/2021,17:00:00,10.05833,0.0,10.05833,6.958333,1013.0,0.25
03/11/2021,18:00:00,1.836364,,,6.608333,1013.0,0.25
03/11/2021,19:00:00,,,,6.583333,1013.0,0.25
03/11/2021,20:00:00,,,,6.325,1013.0,0.25
03/11/2021,21:00:00,,,,6.808333,1013.0,0.25
03/11/2021,22:00:00,,,,6.866667,1013.0,0.25
03/11/2021,23:00:00,,,,3.666667,1013.0,0.25
03/12/2021,00:00:00,,,,2.858333,1013.0,0.25
03/12/2021,01:00:00,,,,2.733333,1013.0,0.25
03/12/2021,02:00:00,,,,2.883333,1013.0,0.25
03/12/2021,03:00:00,,,,2.291667,1013.0,0.25
03/12/2021,04:00:00,,,,2.2,1013.0,0.25
03/12/2021,05:00:00,,,,1.966667,1013.0,0.25
03/12/2021,06:00:00,1.622222,0.0,1.622222,1.6,1013.0,0.25
03/12/2021,07:00:00,13.83333,0.0,13.83333,3.175,1013.0,0.25
03/12/2021,08:00:00,61.21667,0.0,61.21667,4.816667,1013.0,0.25
03/12/2021,09:00:00,135.4917,0.0,135.4917,4.883333,1013.0,0.25
03/12/2021,10:00:00,241.8,23.805266145446428,228.5956613309933,6.408333,1013.0,0.25
03/12/2021,11:00:00,203.1667,6.550322752230392,199.20432218393967,7.0,1013.0,0.25
03/12/2021,12:00:00,151.9667,0.0,151.9667,6.741667,1013.0,0.25
03/12/2021,13:00:00,279.6417,40.75436490715739,256.3843701302695,7.758333,1013.0,0.25
03/12/2021,14:00:00,199.3667,12.75424558410517,193.13586826928562,7.683333,1013.0,0.25
03/12/2021,15:00:00,146.9667,15.420537204304464,141.26816144120565,7.633333,1013.0,0.25
03/12/2021,16:00:00,135.3833,175.1253138204501,96.53768712789267,8.35,1013.0,0.25
03/12/2021,17:00:00,51.625,271.0721861759187,36.602441720014255,7.483333,1013.0,0.25
03/12/2021,18:00:00,2.508333,,,5.841667,1013.0,0.25
03/12/2021,19:00:00,,,,4.95,1013.0,0.25
03/12/2021,20:00:00,,,,4.883333,1013.0,0.25
03/12/2021,21:00:00,,,,5.158333,1013.0,0.25
03/12/2021,22:00:00,,,,5.808333,1013.0,0.25
03/12/2021,23:00:00,,,,4.691667,1013.0,0.25
03/13/2021,00:00:00,,,,4.616667,1013.0,0.25
03/13/2021,01:00:00,,,,4.475,1013.0,0.25
03/13/2021,02:00:00,,,,4.55,1013.0,0.25
03/13/2021,03:00:00,,,,4.7,1013.0,0.25
03/13/2021,04:00:00,,,,4.683333,1013.0,0.25
03/13/2021,05:00:00,,,,4.366667,1013.0,0.25
03/13/2021,06:00:00,0.8666667,0.0,0.8666667,4.866667,1013.0,0.25
03/13/2021,07:00:00,11.14167,0.0,11.14167,5.091667,1013.0,0.25
03/13/2021,08:00:00,19.30833,0.0,19.30833,5.616667,1013.0,0.25
03/13/2021,09:00:00,55.30833,0.0,55.30833,6.441667,1013.0,0.25
03/13/2021,10:00:00,72.20833,0.0,72.20833,7.258333,1013.0,0.25
03/13/2021,11:00:00,80.79166,0.0,80.79166,7.941667,1013.0,0.25
03/13/2021,12:00:00,90.25834,0.0,90.25834,8.183333,1013.0,0.25
03/13/2021,13:00:00,64.14167,0.0,64.14167,6.616667,1013.0,0.25
03/13/2021,14:00:00,51.90833,0.0,51.90833,5.9,1013.0,0.25
03/13/2021,15:00:00,25.65833,0.0,25.65833,3.483333,1013.0,0.25
03/13/2021,16:00:00,19.33333,0.0,19.33333,2.283333,1013.0,0.25
03/13/2021,17:00:00,6.2,0.0,6.2,1.783333,1013.0,0.25
03/13/2021,18:00:00,1.45,,,1.783333,1013.0,0.25
03/13/2021,19:00:00,,,,2.466667,1013.0,0.25
03/13/2021,20:00:00,,,,3.033333,1013.0,0.25
03/13/2021,21:00:00,,,,3.525,1013.0,0.25
03/13/2021,22:00:00,,,,1.466667,1013.0,0.25
03/13/2021,23:00:00,,,,1.166667,1013.0,0.25
03/14/2021,00:00:00,,,,1.3,1013.0,0.25
03/14/2021,01:00:00,,,,0.625,1013.0,0.25
03/14/2021,02:00:00,,,,0.675,1013.0,0.25
03/14/2021,03:00:00,,,,0.6166667,1013.0,0.25
03/14/2021,04:00:00,,,,0.575,1013.0,0.25
03/14/2021,05:00:00,,,,0.2583333,1013.0,0.25
03/14/2021,06:00:00,1.02,0.0,1.02,0.05,1013.0,0.25
03/14/2021,07:00:00,7.275,0.0,7.275,0.05833333,1013.0,0.25
03/14/2021,08:00:00,50.46667,0.0,50.46667,2.183333,1013.0,0.25
03/14/2021,09:00:00,123.3333,0.0,123.3333,2.85,1013.0,0.25
03/14/2021,10:00:00,100.8917,0.0,100.8917,2.683333,1013.0,0.25
03/14/2021,11:00:00,99.35,0.0,99.35,3.458333,1013.0,0.25
03/14/2021,12:00:00,153.6167,0.0,153.6167,4.166667,1013.0,0.25
03/14/2021,13:00:00,92.63333,0.0,92.63333,2.416667,1013.0,0.25
03/14/2021,14:00:00,141.4833,0.0,141.4833,3.083333,1013.0,0.25
03/14/2021,15:00:00,64.71667,0.0,64.71667,2.991667,1013.0,0.25
03/14/2021,16:00:00,59.43333,0.0,59.43333,2.208333,1013.0,0.25
03/14/2021,17:00:00,31.10833,90.58758094170477,25.283159973126352,2.233333,1013.0,0.25
03/14/2021,18:00:00,4.891667,,,1.383333,1013.0,0.25
03/14/2021,19:00:00,,,,0.6166667,1013.0,0.25
03/14/2021,20:00:00,,,,0.5,1013.0,0.25
03/14/2021,21:00:00,,,,0.55,1013.0,0.25
03/14/2021,22:00:00,,,,0.05833333,1013.0,0.25
03/14/2021,23:00:00,,,,0.09166667,1013.0,0.25
03/15/2021,00:00:00,,,,0.5166667,1013.0,0.25
03/15/2021,01:00:00,,,,0.475,1013.0,0.25
03/15/2021,02:00:00,,,,-0.075,1013.0,0.25
03/15/2021,03:00:00,,,,0.3583333,1013.0,0.25
03/15/2021,04:00:00,,,,0.4333333,1013.0,0.25
03/15/2021,05:00:00,,,,0.3333333,1013.0,0.25
03/15/2021,06:00:00,0.78,0.0,0.78,0.3416667,1013.0,0.25
03/15/2021,07:00:00,4.775,0.0,4.775,0.4583333,1013.0,0.25
03/15/2021,08:00:00,28.6,0.0,28.6,1.1,1013.0,0.25
03/15/2021,09:00:00,69.675,0.0,69.675,1.8,1013.0,0.25
03/15/2021,10:00:00,113.5083,0.0,113.5083,2.641667,1013.0,0.25
03/15/2021,11:00:00,144.1833,0.0,144.1833,3.908333,1013.0,0.25
03/15/2021,12:00:00,264.7083,23.233338148870576,250.1527452388036,4.691667,1013.0,0.25
03/15/2021,13:00:00,209.8917,9.55675552930356,204.29008958030823,5.416667,1013.0,0.25
03/15/2021,14:00:00,75.63333,0.0,75.63333,4.108334,1013.0,0.25
03/15/2021,15:00:00,43.15833,0.0,43.15833,3.125,1013.0,0.25
03/15/2021,16:00:00,46.375,0.0,46.375,2.808333,1013.0,0.25
